,Date,Open,Close,High,Low,Volume,S&P500,PeRatio,PsRatio,PbRatio,EnterpriseValueRevenueRatio,EnterpriseValueEDITDARatio,BasicEPS
673,2016-01-06,25.139999,25.174999,25.592501,24.967501,273829600,1990.26,11.416,2.609,4.89,7.993,22.358,0.825
674,2016-01-07,24.67,24.112499,25.032499,24.1075,324377600,1943.09,11.416,2.609,4.89,7.993,22.358,0.825
675,2016-01-08,24.637501,24.24,24.7775,24.190001,283192000,1922.03,11.416,2.609,4.89,7.993,22.358,0.825
676,2016-01-11,24.7425,24.6325,24.764999,24.334999,198957600,1923.67,11.416,2.609,4.89,7.993,22.358,0.825
677,2016-01-12,25.137501,24.99,25.172501,24.709999,196616800,1938.68,11.416,2.609,4.89,7.993,22.358,0.825
678,2016-01-13,25.08,24.3475,25.297501,24.325001,249758400,1890.28,11.416,2.609,4.89,7.993,22.358,0.825
679,2016-01-14,24.49,24.879999,25.120001,23.934999,252680400,1921.84,11.416,2.609,4.89,7.993,22.358,0.825
680,2016-01-15,24.049999,24.282499,24.4275,23.84,319335600,1880.33,11.416,2.609,4.89,7.993,22.358,0.825
681,2016-01-19,24.602501,24.165001,24.6625,23.875,212350800,1881.33,11.416,2.609,4.89,7.993,22.358,0.825
682,2016-01-20,23.775,24.1975,24.547501,23.355,289337600,1859.33,11.416,2.609,4.89,7.993,22.358,0.825
683,2016-01-21,24.264999,24.075001,24.469999,23.735001,208646000,1868.99,11.416,2.609,4.89,7.993,22.358,0.825
684,2016-01-22,24.657499,25.355,25.365,24.592501,263202000,1906.9,11.416,2.609,4.89,7.993,22.358,0.825
685,2016-01-25,25.379999,24.860001,25.3825,24.8025,207178000,1877.08,11.416,2.609,4.89,7.993,22.358,0.825
686,2016-01-26,24.9825,24.997499,25.219999,24.5175,300308000,1903.63,11.416,2.609,4.89,7.993,22.358,0.825
687,2016-01-27,24.01,23.355,24.157499,23.334999,533478800,1882.95,11.416,2.609,4.89,7.993,22.358,0.825
688,2016-01-28,23.4475,23.522499,23.629999,23.0975,222715200,1893.36,11.416,2.609,4.89,7.993,22.358,0.825
689,2016-01-29,23.6975,24.334999,24.334999,23.5875,257666000,1940.24,11.416,2.609,4.89,7.993,22.358,0.825
690,2016-02-01,24.1175,24.1075,24.1775,23.85,163774000,1939.38,11.416,2.609,4.89,7.993,22.358,0.825
691,2016-02-02,23.855,23.620001,24.01,23.57,149428800,1903.03,11.416,2.609,4.89,7.993,22.358,0.825
692,2016-02-03,23.75,24.0875,24.209999,23.52,183857200,1912.53,11.416,2.609,4.89,7.993,22.358,0.825
693,2016-02-04,23.965,24.15,24.3325,23.797501,185886800,1915.45,11.416,2.609,4.89,7.993,22.358,0.825
694,2016-02-05,24.129999,23.504999,24.23,23.422501,185672400,1880.05,11.416,2.609,4.89,7.993,22.358,0.825
695,2016-02-08,23.282499,23.752501,23.924999,23.26,216085600,1853.44,11.416,2.609,4.89,7.993,22.358,0.825
696,2016-02-09,23.5725,23.747499,23.985001,23.4825,177324800,1852.21,11.416,2.609,4.89,7.993,22.358,0.825
697,2016-02-10,23.98,23.567499,24.0875,23.525,169374400,1851.86,11.416,2.609,4.89,7.993,22.358,0.825
698,2016-02-11,23.4475,23.424999,23.68,23.147499,200298800,1829.08,11.416,2.609,4.89,7.993,22.358,0.825
699,2016-02-12,23.547501,23.497499,23.625,23.252501,161405600,1864.78,11.416,2.609,4.89,7.993,22.358,0.825
700,2016-02-16,23.754999,24.16,24.2125,23.6525,196231600,1895.58,11.416,2.609,4.89,7.993,22.358,0.825
701,2016-02-17,24.1675,24.530001,24.5525,24.0375,179452800,1926.82,11.416,2.609,4.89,7.993,22.358,0.825
702,2016-02-18,24.709999,24.065001,24.7225,24.022499,156084000,1917.83,11.416,2.609,4.89,7.993,22.358,0.825
703,2016-02-19,24.0,24.01,24.190001,23.950001,141496800,1917.78,11.416,2.609,4.89,7.993,22.358,0.825
704,2016-02-22,24.077499,24.219999,24.225,23.98,137123200,1945.5,11.416,2.609,4.89,7.993,22.358,0.825
705,2016-02-23,24.1,23.672501,24.125,23.637501,127770400,1921.27,11.416,2.609,4.89,7.993,22.358,0.825
706,2016-02-24,23.495001,24.025,24.094999,23.33,145022800,1929.8,11.416,2.609,4.89,7.993,22.358,0.825
707,2016-02-25,24.012501,24.190001,24.190001,23.8125,110330800,1951.7,11.416,2.609,4.89,7.993,22.358,0.825
708,2016-02-26,24.299999,24.227501,24.504999,24.145,115964400,1948.05,11.416,2.609,4.89,7.993,22.358,0.825
709,2016-02-29,24.215,24.172501,24.557501,24.1625,140865200,1932.23,11.416,2.609,4.89,7.993,22.358,0.825
710,2016-03-01,24.4125,25.1325,25.192499,24.355,201628400,1978.35,11.416,2.609,4.89,7.993,22.358,0.825
711,2016-03-02,25.127501,25.1875,25.2225,24.91,132678400,1986.45,11.416,2.609,4.89,7.993,22.358,0.825
712,2016-03-03,25.145,25.375,25.4275,25.112499,147822800,1993.4,11.416,2.609,4.89,7.993,22.358,0.825
713,2016-03-04,25.592501,25.752501,25.9375,25.342501,184220400,1999.99,11.416,2.609,4.89,7.993,22.358,0.825
714,2016-03-07,25.5975,25.467501,25.7075,25.24,143315600,2001.76,11.416,2.609,4.89,7.993,22.358,0.825
715,2016-03-08,25.195,25.2575,25.440001,25.1,126247600,1979.26,11.416,2.609,4.89,7.993,22.358,0.825
716,2016-03-09,25.327499,25.280001,25.395,25.067499,108806800,1989.26,11.416,2.609,4.89,7.993,22.358,0.825
717,2016-03-10,25.352501,25.2925,25.559999,25.0375,134054400,1989.57,11.416,2.609,4.89,7.993,22.358,0.825
718,2016-03-11,25.559999,25.565001,25.57,25.375,109632800,2022.19,11.416,2.609,4.89,7.993,22.358,0.825
719,2016-03-14,25.477501,25.629999,25.727501,25.445,100304400,2019.64,11.416,2.609,4.89,7.993,22.358,0.825
720,2016-03-15,25.99,26.145,26.295,25.9625,160270800,2015.93,11.416,2.609,4.89,7.993,22.358,0.825
721,2016-03-16,26.1525,26.4925,26.577499,26.147499,153214000,2027.22,11.416,2.609,4.89,7.993,22.358,0.825
722,2016-03-17,26.379999,26.450001,26.6175,26.24,137682800,2040.59,11.416,2.609,4.89,7.993,22.358,0.825
723,2016-03-18,26.584999,26.48,26.625,26.297501,176820800,2049.58,11.416,2.609,4.89,7.993,22.358,0.825
724,2016-03-21,26.4825,26.477501,26.9125,26.285,142010800,2051.6,11.416,2.609,4.89,7.993,22.358,0.825
725,2016-03-22,26.3125,26.68,26.8225,26.3025,129777600,2049.8,11.416,2.609,4.89,7.993,22.358,0.825
726,2016-03-23,26.620001,26.532499,26.7675,26.475,102814000,2036.71,11.416,2.609,4.89,7.993,22.358,0.825
727,2016-03-24,26.3675,26.4175,26.5625,26.2225,104532000,2035.94,11.416,2.609,4.89,7.993,22.358,0.825
728,2016-03-28,26.5,26.297501,26.547501,26.264999,77645600,2037.05,11.416,2.609,4.89,7.993,22.358,0.825
729,2016-03-29,26.2225,26.92,26.9475,26.219999,124760400,2055.01,11.416,2.609,4.89,7.993,22.358,0.825
730,2016-03-30,27.1625,27.389999,27.605,27.15,182404400,2063.95,11.416,2.609,4.89,7.993,22.358,0.825
731,2016-03-31,27.43,27.247499,27.475,27.219999,103553600,2059.74,11.546,2.654,4.655,12.303,37.778,0.478
732,2016-04-01,27.195,27.497499,27.5,27.049999,103496000,2072.78,11.546,2.654,4.655,12.303,37.778,0.478
733,2016-04-04,27.605,27.780001,28.047501,27.567499,149424800,2066.13,11.546,2.654,4.655,12.303,37.778,0.478
734,2016-04-05,27.377501,27.452499,27.682501,27.355,106314800,2045.17,11.546,2.654,4.655,12.303,37.778,0.478
735,2016-04-06,27.557501,27.74,27.745001,27.299999,105616400,2066.66,11.546,2.654,4.655,12.303,37.778,0.478
736,2016-04-07,27.487499,27.135,27.605,27.030001,127207600,2041.91,11.546,2.654,4.655,12.303,37.778,0.478
737,2016-04-08,27.227501,27.165001,27.442499,27.0425,94326800,2047.6,11.546,2.654,4.655,12.303,37.778,0.478
738,2016-04-11,27.2425,27.254999,27.6525,27.2075,117630000,2041.99,11.546,2.654,4.655,12.303,37.778,0.478
739,2016-04-12,27.334999,27.610001,27.625,27.165001,108929200,2061.72,11.546,2.654,4.655,12.303,37.778,0.478
740,2016-04-13,27.700001,28.01,28.084999,27.700001,133029200,2082.42,11.546,2.654,4.655,12.303,37.778,0.478
741,2016-04-14,27.905001,28.025,28.0975,27.8325,101895600,2082.78,11.546,2.654,4.655,12.303,37.778,0.478
742,2016-04-15,28.0275,27.4625,28.075001,27.432501,187756000,2080.73,11.546,2.654,4.655,12.303,37.778,0.478
743,2016-04-18,27.2225,26.870001,27.237499,26.735001,243286000,2094.34,11.546,2.654,4.655,12.303,37.778,0.478
744,2016-04-19,26.969999,26.727501,27.0,26.557501,129539600,2100.8,11.546,2.654,4.655,12.303,37.778,0.478
745,2016-04-20,26.66,26.782499,27.022499,26.514999,122444000,2102.4,11.546,2.654,4.655,12.303,37.778,0.478
746,2016-04-21,26.7325,26.4925,26.7325,26.379999,126210000,2091.48,11.546,2.654,4.655,12.303,37.778,0.478
747,2016-04-22,26.252501,26.42,26.620001,26.155001,134732400,2091.58,11.546,2.654,4.655,12.303,37.778,0.478
748,2016-04-25,26.25,26.27,26.4125,26.127501,112126400,2087.79,11.546,2.654,4.655,12.303,37.778,0.478
749,2016-04-26,25.977501,26.0875,26.325001,25.977501,224064800,2091.7,11.546,2.654,4.655,12.303,37.778,0.478
750,2016-04-27,24.0,24.455,24.6775,23.92,458408400,2095.15,11.546,2.654,4.655,12.303,37.778,0.478
751,2016-04-28,24.4025,23.7075,24.469999,23.5625,328970800,2075.81,11.546,2.654,4.655,12.303,37.778,0.478
752,2016-04-29,23.497499,23.434999,23.68,23.127501,274126000,2065.3,11.546,2.654,4.655,12.303,37.778,0.478
753,2016-05-02,23.4925,23.41,23.52,23.1,192640400,2081.43,11.546,2.654,4.655,12.303,37.778,0.478
754,2016-05-03,23.549999,23.795,23.934999,23.42,227325200,2063.37,11.546,2.654,4.655,12.303,37.778,0.478
755,2016-05-04,23.799999,23.547501,23.975,23.455,164102000,2051.12,11.546,2.654,4.655,12.303,37.778,0.478
756,2016-05-05,23.5,23.309999,23.5175,23.17,143562000,2050.63,11.546,2.654,4.655,12.303,37.778,0.478
757,2016-05-06,23.342501,23.18,23.362499,22.9625,174799600,2057.14,11.546,2.654,4.655,12.303,37.778,0.478
758,2016-05-09,23.25,23.1975,23.442499,23.147499,131745600,2058.69,11.546,2.654,4.655,12.303,37.778,0.478
759,2016-05-10,23.3325,23.355,23.3925,23.0275,134747200,2084.39,11.546,2.654,4.655,12.303,37.778,0.478
760,2016-05-11,23.370001,23.127501,23.3925,23.115,114876400,2064.46,11.546,2.654,4.655,12.303,37.778,0.478
761,2016-05-12,23.18,22.584999,23.195,22.3675,305258800,2064.11,11.546,2.654,4.655,12.303,37.778,0.478
762,2016-05-13,22.5,22.629999,22.9175,22.5,177571200,2046.61,11.546,2.654,4.655,12.303,37.778,0.478
763,2016-05-16,23.0975,23.469999,23.5975,22.9125,245039200,2066.66,11.546,2.654,4.655,12.303,37.778,0.478
764,2016-05-17,23.637501,23.372499,23.674999,23.252501,187667600,2047.21,11.546,2.654,4.655,12.303,37.778,0.478
765,2016-05-18,23.540001,23.639999,23.8025,23.4725,168249600,2047.63,11.546,2.654,4.655,12.303,37.778,0.478
766,2016-05-19,23.66,23.549999,23.66,23.3925,121768400,2040.04,11.546,2.654,4.655,12.303,37.778,0.478
767,2016-05-20,23.66,23.805,23.8575,23.629999,128104000,2052.32,11.546,2.654,4.655,12.303,37.778,0.478
768,2016-05-23,23.967501,24.1075,24.297501,23.9175,152074400,2048.04,11.546,2.654,4.655,12.303,37.778,0.478
769,2016-05-24,24.305,24.475,24.522499,24.209999,140560800,2076.06,11.546,2.654,4.655,12.303,37.778,0.478
770,2016-05-25,24.6675,24.905001,24.934999,24.5275,152675200,2090.54,11.546,2.654,4.655,12.303,37.778,0.478
771,2016-05-26,24.92,25.102501,25.182501,24.66,225324800,2090.1,11.546,2.654,4.655,12.303,37.778,0.478
772,2016-05-27,24.860001,25.0875,25.1175,24.8125,145364800,2099.06,11.546,2.654,4.655,12.303,37.778,0.478
773,2016-05-31,24.9,24.965,25.1,24.705,169228800,2096.96,11.546,2.654,4.655,12.303,37.778,0.478
774,2016-06-01,24.754999,24.615,24.885,24.5825,116693200,2099.33,11.546,2.654,4.655,12.303,37.778,0.478
775,2016-06-02,24.4,24.43,24.459999,24.157499,160766400,2105.26,11.546,2.654,4.655,12.303,37.778,0.478
776,2016-06-03,24.4475,24.48,24.567499,24.362499,114019600,2099.13,11.546,2.654,4.655,12.303,37.778,0.478
777,2016-06-06,24.497499,24.657499,25.4725,24.387501,93170000,2109.41,11.546,2.654,4.655,12.303,37.778,0.478
778,2016-06-07,24.8125,24.7575,24.967501,24.74,89638000,2112.13,11.546,2.654,4.655,12.303,37.778,0.478
779,2016-06-08,24.754999,24.735001,24.889999,24.67,83392400,2119.12,11.546,2.654,4.655,12.303,37.778,0.478
780,2016-06-09,24.625,24.9125,24.997499,24.615,106405600,2115.48,11.546,2.654,4.655,12.303,37.778,0.478
781,2016-06-10,24.6325,24.7075,24.8375,24.620001,126851600,2096.07,11.546,2.654,4.655,12.303,37.778,0.478
782,2016-06-13,24.672501,24.334999,24.780001,24.275,152082000,2079.06,11.546,2.654,4.655,12.303,37.778,0.478
783,2016-06-14,24.33,24.365,24.620001,24.1875,127727600,2075.32,11.546,2.654,4.655,12.303,37.778,0.478
784,2016-06-15,24.455,24.285,24.602501,24.2575,117780800,2071.5,11.546,2.654,4.655,12.303,37.778,0.478
785,2016-06-16,24.112499,24.387501,24.4375,24.0175,125307200,2077.99,11.546,2.654,4.655,12.303,37.778,0.478
786,2016-06-17,24.155001,23.8325,24.1625,23.825001,244032800,2071.22,11.546,2.654,4.655,12.303,37.778,0.478
787,2016-06-20,24.0,23.775,24.1425,23.7575,137647600,2083.25,11.546,2.654,4.655,12.303,37.778,0.478
788,2016-06-21,23.735001,23.977501,24.0875,23.67,142185600,2088.9,11.546,2.654,4.655,12.303,37.778,0.478
789,2016-06-22,24.0625,23.887501,24.2225,23.8375,116876400,2085.45,11.546,2.654,4.655,12.303,37.778,0.478
790,2016-06-23,23.985001,24.025,24.0725,23.8125,128960800,2113.32,11.546,2.654,4.655,12.303,37.778,0.478
791,2016-06-24,23.227501,23.35,23.665001,23.1625,301245600,2037.41,11.546,2.654,4.655,12.303,37.778,0.478
792,2016-06-27,23.25,23.01,23.262501,22.875,181958400,2000.54,11.546,2.654,4.655,12.303,37.778,0.478
793,2016-06-28,23.225,23.397499,23.415001,23.035,161779600,2036.09,11.546,2.654,4.655,12.303,37.778,0.478
794,2016-06-29,23.4925,23.6,23.637501,23.407499,146124000,2070.77,11.546,2.654,4.655,12.303,37.778,0.478
795,2016-06-30,23.610001,23.9,23.942499,23.575001,143345600,2098.86,10.599,2.373,3.952,12.753,42.766,0.358
796,2016-07-01,23.872499,23.9725,24.1175,23.8325,104106000,2102.95,10.599,2.373,3.952,12.753,42.766,0.358
797,2016-07-05,23.8475,23.747499,23.85,23.615,110820800,2088.55,10.599,2.373,3.952,12.753,42.766,0.358
798,2016-07-06,23.65,23.8825,23.915001,23.592501,123796400,2099.73,10.599,2.373,3.952,12.753,42.766,0.358
799,2016-07-07,23.924999,23.985001,24.125,23.905001,100558400,2097.9,10.599,2.373,3.952,12.753,42.766,0.358
800,2016-07-08,24.122499,24.17,24.2225,24.012501,115648400,2129.9,10.599,2.373,3.952,12.753,42.766,0.358
801,2016-07-11,24.1875,24.245001,24.4125,24.182501,95179600,2137.16,10.599,2.373,3.952,12.753,42.766,0.358
802,2016-07-12,24.2925,24.355,24.424999,24.280001,96670000,2152.14,10.599,2.373,3.952,12.753,42.766,0.358
803,2016-07-13,24.352501,24.217501,24.4175,24.209999,103568800,2152.43,10.599,2.373,3.952,12.753,42.766,0.358
804,2016-07-14,24.3475,24.6975,24.747499,24.33,155676000,2163.75,10.599,2.373,3.952,12.753,42.766,0.358
805,2016-07-15,24.73,24.695,24.825001,24.625,120548000,2161.74,10.599,2.373,3.952,12.753,42.766,0.358
806,2016-07-18,24.674999,24.9575,25.032499,24.65,145975600,2166.89,10.599,2.373,3.952,12.753,42.766,0.358
807,2016-07-19,24.889999,24.967501,25.0,24.834999,95119600,2163.78,10.599,2.373,3.952,12.753,42.766,0.358
808,2016-07-20,25.0,24.99,25.115,24.934999,105104000,2173.02,10.599,2.373,3.952,12.753,42.766,0.358
809,2016-07-21,24.9575,24.8575,25.25,24.782499,130808000,2165.17,10.599,2.373,3.952,12.753,42.766,0.358
810,2016-07-22,24.815001,24.665001,24.825001,24.577499,113254800,2175.03,10.599,2.373,3.952,12.753,42.766,0.358
811,2016-07-25,24.5625,24.334999,24.709999,24.23,161531600,2168.48,10.599,2.373,3.952,12.753,42.766,0.358
812,2016-07-26,24.205,24.1675,24.4925,24.105,224959200,2169.18,10.599,2.373,3.952,12.753,42.766,0.358
813,2016-07-27,26.067499,25.737499,26.0875,25.6875,369379200,2166.58,10.599,2.373,3.952,12.753,42.766,0.358
814,2016-07-28,25.7075,26.084999,26.112499,25.705,159479200,2170.06,10.599,2.373,3.952,12.753,42.766,0.358
815,2016-07-29,26.047501,26.0525,26.137501,25.92,110934800,2173.6,10.599,2.373,3.952,12.753,42.766,0.358
816,2016-08-01,26.102501,26.512501,26.5375,26.102501,152671600,2170.84,10.599,2.373,3.952,12.753,42.766,0.358
817,2016-08-02,26.512501,26.120001,26.5175,26.0,135266400,2157.03,10.599,2.373,3.952,12.753,42.766,0.358
818,2016-08-03,26.202499,26.4475,26.459999,26.192499,120810400,2163.79,10.599,2.373,3.952,12.753,42.766,0.358
819,2016-08-04,26.395,26.467501,26.5,26.32,109634800,2164.25,10.599,2.373,3.952,12.753,42.766,0.358
820,2016-08-05,26.567499,26.870001,26.9125,26.545,162213600,2182.87,10.599,2.373,3.952,12.753,42.766,0.358
821,2016-08-08,26.879999,27.092501,27.092501,26.790001,112148800,2180.89,10.599,2.373,3.952,12.753,42.766,0.358
822,2016-08-09,27.057501,27.202499,27.235001,27.002501,105260800,2181.74,10.599,2.373,3.952,12.753,42.766,0.358
823,2016-08-10,27.1775,27.0,27.225,26.940001,96034000,2175.49,10.599,2.373,3.952,12.753,42.766,0.358
824,2016-08-11,27.129999,26.9825,27.2325,26.9625,109938000,2185.79,10.599,2.373,3.952,12.753,42.766,0.358
825,2016-08-12,26.945,27.045,27.110001,26.945,74641600,2184.05,10.599,2.373,3.952,12.753,42.766,0.358
826,2016-08-15,27.035,27.370001,27.385,27.02,103472800,2190.15,10.599,2.373,3.952,12.753,42.766,0.358
827,2016-08-16,27.407499,27.344999,27.557501,27.3025,135177600,2178.15,10.599,2.373,3.952,12.753,42.766,0.358
828,2016-08-17,27.275,27.305,27.342501,27.084999,101424000,2182.22,10.599,2.373,3.952,12.753,42.766,0.358
829,2016-08-18,27.307501,27.27,27.4,27.254999,87938800,2187.02,10.599,2.373,3.952,12.753,42.766,0.358
830,2016-08-19,27.192499,27.34,27.422501,27.09,101472400,2183.87,10.599,2.373,3.952,12.753,42.766,0.358
831,2016-08-22,27.215,27.127501,27.275,26.9625,103280800,2182.64,10.599,2.373,3.952,12.753,42.766,0.358
832,2016-08-23,27.147499,27.2125,27.33,27.1325,85030800,2186.9,10.599,2.373,3.952,12.753,42.766,0.358
833,2016-08-24,27.1425,27.0075,27.1875,26.92,94700400,2175.44,10.599,2.373,3.952,12.753,42.766,0.358
834,2016-08-25,26.8475,26.8925,26.969999,26.67,100344800,2172.47,10.599,2.373,3.952,12.753,42.766,0.358
835,2016-08-26,26.852501,26.735001,26.987499,26.577499,111065200,2169.04,10.599,2.373,3.952,12.753,42.766,0.358
836,2016-08-29,26.655001,26.705,26.860001,26.5725,99881200,2180.38,10.599,2.373,3.952,12.753,42.766,0.358
837,2016-08-30,26.450001,26.5,26.625,26.375,99455600,2176.12,10.599,2.373,3.952,12.753,42.766,0.358
838,2016-08-31,26.415001,26.525,26.6425,26.41,118649600,2170.95,10.599,2.373,3.952,12.753,42.766,0.358
839,2016-09-01,26.535,26.682501,26.700001,26.405001,106806000,2170.86,10.599,2.373,3.952,12.753,42.766,0.358
840,2016-09-02,26.924999,26.932501,27.0,26.705,107210000,2179.98,10.599,2.373,3.952,12.753,42.766,0.358
841,2016-09-06,26.975,26.924999,27.075001,26.877501,107521600,2186.48,10.599,2.373,3.952,12.753,42.766,0.358
842,2016-09-07,26.9575,27.09,27.190001,26.7675,169457200,2186.16,10.599,2.373,3.952,12.753,42.766,0.358
843,2016-09-08,26.8125,26.379999,26.817499,26.309999,212008000,2181.3,10.599,2.373,3.952,12.753,42.766,0.358
844,2016-09-09,26.16,25.782499,26.43,25.782499,186228000,2127.81,10.599,2.373,3.952,12.753,42.766,0.358
845,2016-09-12,25.6625,26.360001,26.43,25.6325,181171200,2159.04,10.599,2.373,3.952,12.753,42.766,0.358
846,2016-09-13,26.877501,26.987499,27.1975,26.809999,248704800,2127.02,10.599,2.373,3.952,12.753,42.766,0.358
847,2016-09-14,27.182501,27.942499,28.2575,27.15,443554800,2125.77,10.599,2.373,3.952,12.753,42.766,0.358
848,2016-09-15,28.465,28.8925,28.932501,28.372499,359934400,2147.26,10.599,2.373,3.952,12.753,42.766,0.358
849,2016-09-16,28.780001,28.73,29.032499,28.51,319547600,2139.16,10.599,2.373,3.952,12.753,42.766,0.358
850,2016-09-19,28.797501,28.395,29.045,28.3125,188092000,2139.12,10.599,2.373,3.952,12.753,42.766,0.358
851,2016-09-20,28.262501,28.3925,28.530001,28.127501,138057200,2139.76,10.599,2.373,3.952,12.753,42.766,0.358
852,2016-09-21,28.4625,28.387501,28.497499,28.110001,144012800,2163.12,10.599,2.373,3.952,12.753,42.766,0.358
853,2016-09-22,28.5875,28.655001,28.735001,28.5,124296000,2177.18,10.599,2.373,3.952,12.753,42.766,0.358
854,2016-09-23,28.605,28.1775,28.6975,27.887501,209924800,2164.69,10.599,2.373,3.952,12.753,42.766,0.358
855,2016-09-26,27.91,28.219999,28.3475,27.887501,119477600,2146.1,10.599,2.373,3.952,12.753,42.766,0.358
856,2016-09-27,28.25,28.272499,28.295,28.084999,98429600,2159.93,10.599,2.373,3.952,12.753,42.766,0.358
857,2016-09-28,28.422501,28.487499,28.66,28.3575,118564400,2171.37,10.599,2.373,3.952,12.753,42.766,0.358
858,2016-09-29,28.290001,28.045,28.450001,27.950001,143548000,2151.13,10.599,2.373,3.952,12.753,42.766,0.358
859,2016-09-30,28.115,28.262501,28.342501,27.950001,145516400,2168.27,13.161,2.86,4.767,13.37,43.779,0.42
860,2016-10-03,28.1775,28.129999,28.262501,28.07,86807200,2161.2,13.161,2.86,4.767,13.37,43.779,0.42
861,2016-10-04,28.264999,28.25,28.577499,28.157499,118947200,2150.49,13.161,2.86,4.767,13.37,43.779,0.42
862,2016-10-05,28.35,28.262501,28.415001,28.172501,85812400,2159.73,13.161,2.86,4.767,13.37,43.779,0.42
863,2016-10-06,28.424999,28.4725,28.584999,28.282499,115117200,2160.77,13.161,2.86,4.767,13.37,43.779,0.42
864,2016-10-07,28.577499,28.514999,28.639999,28.377501,97433600,2153.74,13.161,2.86,4.767,13.37,43.779,0.42
865,2016-10-10,28.754999,29.012501,29.1875,28.68,144944000,2163.66,13.161,2.86,4.767,13.37,43.779,0.42
866,2016-10-11,29.424999,29.075001,29.672501,29.049999,256164000,2136.73,13.161,2.86,4.767,13.37,43.779,0.42
867,2016-10-12,29.3375,29.334999,29.495001,29.1875,150347200,2139.18,13.161,2.86,4.767,13.37,43.779,0.42
868,2016-10-13,29.1975,29.245001,29.360001,28.93,140769600,2132.55,13.161,2.86,4.767,13.37,43.779,0.42
869,2016-10-14,29.469999,29.407499,29.5425,29.282499,142608800,2132.98,13.161,2.86,4.767,13.37,43.779,0.42
870,2016-10-17,29.3325,29.387501,29.459999,29.195,94499600,2126.5,13.161,2.86,4.767,13.37,43.779,0.42
871,2016-10-18,29.545,29.3675,29.5525,29.362499,98214000,2139.6,13.161,2.86,4.767,13.37,43.779,0.42
872,2016-10-19,29.3125,29.280001,29.440001,28.450001,80138400,2144.29,13.161,2.86,4.767,13.37,43.779,0.42
873,2016-10-20,29.215,29.264999,29.344999,29.0825,96503200,2141.34,13.161,2.86,4.767,13.37,43.779,0.42
874,2016-10-21,29.202499,29.15,29.227501,29.07,92770800,2141.16,13.161,2.86,4.767,13.37,43.779,0.42
875,2016-10-24,29.275,29.4125,29.434999,29.25,94154800,2151.33,13.161,2.86,4.767,13.37,43.779,0.42
876,2016-10-25,29.487499,29.5625,29.59,29.327499,192516000,2143.16,13.161,2.86,4.767,13.37,43.779,0.42
877,2016-10-26,28.577499,28.897499,28.924999,28.327499,264536800,2139.43,13.161,2.86,4.767,13.37,43.779,0.42
878,2016-10-27,28.8475,28.620001,28.965,28.525,138248000,2133.04,13.161,2.86,4.767,13.37,43.779,0.42
879,2016-10-28,28.467501,28.43,28.8025,28.362499,151446800,2126.41,13.161,2.86,4.767,13.37,43.779,0.42
880,2016-10-31,28.4125,28.385,28.557501,28.299999,105677600,2126.15,13.161,2.86,4.767,13.37,43.779,0.42
881,2016-11-01,28.365,27.872499,28.442499,27.6325,175303200,2111.72,13.161,2.86,4.767,13.37,43.779,0.42
882,2016-11-02,27.85,27.897499,28.0875,27.807501,113326800,2097.94,13.161,2.86,4.767,13.37,43.779,0.42
883,2016-11-03,27.745001,27.4575,27.865,27.387501,107730400,2088.66,13.161,2.86,4.767,13.37,43.779,0.42
884,2016-11-04,27.1325,27.209999,27.5625,27.0275,123348000,2085.18,13.161,2.86,4.767,13.37,43.779,0.42
885,2016-11-07,27.52,27.602501,27.627501,27.365,130240000,2131.52,13.161,2.86,4.767,13.37,43.779,0.42
886,2016-11-08,27.577499,27.764999,27.93,27.424999,97016800,2139.56,13.161,2.86,4.767,13.37,43.779,0.42
887,2016-11-09,27.469999,27.719999,27.83,27.012501,236705600,2163.26,13.161,2.86,4.767,13.37,43.779,0.42
888,2016-11-10,27.772499,26.9475,27.772499,26.4575,228538000,2167.48,13.161,2.86,4.767,13.37,43.779,0.42
889,2016-11-11,26.780001,27.1075,27.217501,26.637501,136575600,2164.45,13.161,2.86,4.767,13.37,43.779,0.42
890,2016-11-14,26.9275,26.4275,26.952499,26.02,204702000,2164.2,13.161,2.86,4.767,13.37,43.779,0.42
891,2016-11-15,26.6425,26.7775,26.92,26.540001,129058000,2180.39,13.161,2.86,4.767,13.37,43.779,0.42
892,2016-11-16,26.674999,27.497499,27.557501,26.65,235362000,2176.94,13.161,2.86,4.767,13.37,43.779,0.42
893,2016-11-17,27.452499,27.487499,27.5875,27.2075,110528000,2187.12,13.161,2.86,4.767,13.37,43.779,0.42
894,2016-11-18,27.43,27.514999,27.635,27.415001,113715600,2181.9,13.161,2.86,4.767,13.37,43.779,0.42
895,2016-11-21,27.530001,27.932501,27.997499,27.502501,117058400,2198.18,13.161,2.86,4.767,13.37,43.779,0.42
896,2016-11-22,27.987499,27.950001,28.105,27.85,103862000,2202.94,13.161,2.86,4.767,13.37,43.779,0.42
897,2016-11-23,27.84,27.807501,27.877501,27.5825,109705600,2204.72,13.161,2.86,4.767,13.37,43.779,0.42
898,2016-11-25,27.782499,27.9475,27.967501,27.737499,45903600,2213.35,13.161,2.86,4.767,13.37,43.779,0.42
899,2016-11-28,27.8575,27.8925,28.1175,27.8475,108776000,2201.72,13.161,2.86,4.767,13.37,43.779,0.42
900,2016-11-29,27.695,27.865,28.0075,27.5175,114115200,2204.66,13.161,2.86,4.767,13.37,43.779,0.42
